Rank,Player,Nation,Primary_Positions,Secondary_Position,Competion,Age,Born,MP,Starts,Minutes,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
967,José Sá,fr FRA,Defender,, Serie A,23,2000,37,35,3044,33.8,2,3,5,2,0,0,5,0,1.6,1.6,1.6,3.2,76,116,86,0.06,0.09,0.15,0.06,0.15,0.05,0.05,0.1,0.05,0.1
1556,Miguel Gutiérrez,br BRA,Defender,, Premier League,25,1997,36,34,3044,33.8,4,0,4,4,0,0,4,0,4.3,4.3,0.7,5,13,117,8,0.12,0,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15
2301,Cameron Archer,pt POR,GoalKeeper,, Premier League,30,1993,35,35,3037,33.7,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.03,0.03,0,0.03,0,0,0,0,0
1077,Maxence Caqueret,es ESP,Defender,, La Liga,22,2001,35,35,3032,33.7,2,7,9,2,0,0,4,0,2.8,2.8,7.5,10.2,74,146,184,0.06,0.21,0.27,0.06,0.27,0.08,0.22,0.3,0.08,0.3
129,Adu Ares,eng ENG,Midfielder,,Premier League,22,2001,1,0,6,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
455,Jarrod Bowen,fr FRA,MiDefenderielder,, Ligue 1,23,2000,34,34,3022,33.6,1,3,4,1,0,0,1,0,2.1,2.1,6,8.1,70,286,96,0.03,0.09,0.12,0.03,0.12,0.06,0.18,0.24,0.06,0.24
131,Simone Aresti,es ESP,Forward,,La Liga,21,2001,12,2,265,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,13,3,39,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05
364,Matias Arezo,eng ENG,Forward,, Premier League,26,1996,34,34,3019,33.5,16,6,22,16,0,0,2,0,11.6,11.6,5.5,17.2,90,52,186,0.48,0.18,0.66,0.48,0.66,0.35,0.16,0.51,0.35,0.51
133,Iñigo Arguibide,it ITA,GK,,Serie A,37,1986,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Yoël Armougom,uy URU,Forward,,La Liga,20,2002,14,3,369,4.1,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.2,6,5,17,0,0,0,0,0,0.28,0.01,0.3,0.28,0.3
135,Albert Guðmundsson,es ESP,Defender,,La Liga,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Emiliano Martínez,fr FRA,Defender,Midfielder,Ligue 1,25,1998,5,2,234,2.6,0,0,0,0,0,0,1,0,0,0,0.3,0.3,6,12,25,0,0,0,0,0,0.01,0.11,0.12,0.01,0.12
1078,Manuel Locatelli,is ISL,Forward,Midfielder, Serie A,26,1997,35,34,3016,33.5,14,4,18,10,4,5,4,0,9.9,5.8,5.2,11,82,120,168,0.42,0.12,0.54,0.3,0.42,0.3,0.16,0.45,0.17,0.33
1641,Sander Berge,ar ARG,GoalKeeper,, Premier League,30,1992,34,34,3015,33.5,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1496,Mohamed El Arouch,it ITA,MiDefenderielder,, Serie A,25,1998,36,34,3008,33.4,1,4,5,1,0,0,6,0,1.3,1.3,1.4,2.7,21,232,26,0.03,0.12,0.15,0.03,0.15,0.04,0.04,0.08,0.04,0.08
289,James Garner,no NOR,MiDefenderielder,, Premier League,25,1998,37,34,3005,33.4,1,2,3,1,0,0,10,1,1.9,1.9,2.4,4.3,64,164,29,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13
141,James Ward-Prowse,fr FRA,Forward,,Ligue 1,19,2004,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,Arthur,eng ENG,MiDefenderielder,, Premier League,22,2001,37,34,3004,33.4,1,2,3,1,0,0,7,0,2.7,2.7,4.6,7.3,36,100,76,0.03,0.06,0.09,0.03,0.09,0.08,0.14,0.22,0.08,0.22
2743,John McGinn,eng ENG,MiDefenderielder,, Premier League,28,1994,37,34,3001,33.3,7,7,14,5,2,2,4,0,6,4.4,7.8,12.3,18,144,63,0.21,0.21,0.42,0.15,0.36,0.18,0.23,0.41,0.13,0.37
144,Óscar Mingueza,br BRA,Defender,,de Bundesliga,20,2003,4,2,184,2,0,2,2,0,0,0,0,0,0.1,0.1,0.3,0.4,8,7,28,0,0.98,0.98,0,0.98,0.04,0.15,0.19,0.04,0.19
1704,İlkay Gündoğan,sct SCO,MiDefenderielder,Forward, Premier League,28,1994,35,35,2999,33.3,6,4,10,6,0,0,9,1,5,5,4.6,9.6,59,189,84,0.18,0.12,0.3,0.18,0.3,0.15,0.14,0.29,0.15,0.29
1765,Douglas Luiz,es ESP,Defender,Midfielder, La Liga,24,1999,38,33,2998,33.3,2,2,4,2,0,0,4,0,2.6,2.6,3.9,6.5,74,170,134,0.06,0.06,0.12,0.06,0.12,0.08,0.12,0.2,0.08,0.2
1072,Jonathan Asp Jensen,de GER,MiDefenderielder,, La Liga,32,1990,36,33,2994,33.3,5,9,14,4,1,2,5,0,7.3,5.7,10.3,16,71,224,116,0.15,0.27,0.42,0.12,0.39,0.22,0.31,0.53,0.17,0.48
1533,Ignasi Miquel,br BRA,MiDefenderielder,, Premier League,25,1998,35,35,2993,33.3,9,5,14,5,4,4,12,0,6.9,3.8,5.4,9.2,60,168,50,0.27,0.15,0.42,0.15,0.3,0.21,0.16,0.37,0.11,0.28
149,Andy Pelmard,dk DEN,Forward,,de Bundesliga,17,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,Ben White,es ESP,Defender,, La Liga,30,1992,34,33,2992,33.2,1,1,2,1,0,0,5,0,1.4,1.4,1.2,2.5,8,83,8,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08
2079,Youcef Atal,fr FRA,Defender,, Ligue 1,23,2000,34,33,2989,33.2,0,0,0,0,0,0,1,0,0.3,0.3,0.6,1,39,120,7,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
2762,Alexandre Oukidja,eng ENG,Defender,, Premier League,25,1997,37,35,2988,33.2,4,4,8,4,0,0,8,0,1.2,1.2,3.8,5,44,192,162,0.12,0.12,0.24,0.12,0.24,0.03,0.11,0.15,0.03,0.15
153,Alberto Dossena,dz ALG,Defender,,Ligue 1,27,1996,6,5,359,4,1,0,1,1,0,0,2,0,0.1,0.1,0.8,0.9,9,15,5,0.25,0,0.25,0.25,0.25,0.03,0.2,0.24,0.03,0.24
2006,Hugo Duro,dz ALG,GoalKeeper,, Ligue 1,35,1988,34,34,2987,33.2,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
754,Sávio,it ITA,Defender,, Serie A,24,1998,35,33,2977,33.1,2,4,6,2,0,0,5,0,2.2,2.2,2.1,4.3,9,89,2,0.06,0.12,0.18,0.06,0.18,0.07,0.06,0.13,0.07,0.13
785,Emil Audero,es ESP,Forward,, La Liga,23,1999,37,35,2976,33.1,13,2,15,13,0,0,4,0,11.5,11.5,1.3,12.9,27,34,157,0.39,0.06,0.45,0.39,0.45,0.35,0.04,0.39,0.35,0.39
2369,Daley Blind,br BRA,Forward,Midfielder, La Liga,19,2004,37,35,2976,33.1,9,10,19,9,0,0,5,0,6.1,6.1,7.9,14,181,93,372,0.27,0.3,0.57,0.27,0.57,0.18,0.24,0.42,0.18,0.42
158,Brendan Chardonnet,it ITA,GK,,Serie A,26,1997,4,4,337,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Arthur Desmas,nl NED,Defender,, La Liga,33,1990,34,33,2972,33,1,2,3,1,0,0,6,0,1.7,1.7,1.1,2.8,48,209,22,0.03,0.06,0.09,0.03,0.09,0.05,0.03,0.09,0.05,0.09
515,Lukáš Hrádecký,fr FRA,Defender,, Ligue 1,28,1994,33,33,2970,33,1,1,2,1,0,0,4,0,1.5,1.5,1.6,3.1,25,115,8,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09
680,Kenny Lala,fr FRA,GoalKeeper,, Ligue 1,29,1994,33,33,2970,33,0,0,0,0,0,0,2,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
1162,Ezequiel Ávila,fi FIN,GoalKeeper,,Bundliga,33,1989,33,33,2970,33,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1420,Luís Maximiano,mg MAD,Defender,, Ligue 1,31,1991,33,33,2970,33,2,3,5,2,0,0,7,0,0.5,0.5,3.3,3.8,45,200,98,0.06,0.09,0.15,0.06,0.15,0.01,0.1,0.12,0.01,0.12
164,Willian Pacho,ar ARG,Forward,,La Liga,29,1994,6,4,298,3.3,1,0,1,1,0,0,4,1,0.7,0.7,0.1,0.8,7,6,31,0.3,0,0.3,0.3,0.3,0.22,0.02,0.24,0.22,0.24
1679,Ylber Ramadani,pt POR,GoalKeeper,, La Liga,24,1999,33,33,2970,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Manuel Riemann,ec ECU,Defender,,Bundliga,21,2001,33,33,2970,33,0,3,3,0,0,0,7,0,1.2,1.2,1.1,2.3,22,148,4,0,0.09,0.09,0,0.09,0.04,0.03,0.07,0.04,0.07
2181,Frederik Rønnow,al ALB,MiDefenderielder,, Serie A,27,1996,34,34,2970,33,1,0,1,1,0,0,13,0,1,1,0.5,1.6,36,121,14,0.03,0,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05
2235,Brice Samba,de GER,GoalKeeper,,Bundliga,34,1988,33,33,2970,33,0,0,0,0,0,0,5,0,0,0,0.2,0.2,0,19,0,0,0,0,0,0,0,0.01,0.01,0,0.01
2300,Pietro Terracciano,dk DEN,GoalKeeper,,Bundliga,30,1992,33,33,2970,33,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,1,0,0,0,0,0,0,0,0,0.01,0,0.01
2329,Lucas Chevalier,fr FRA,GoalKeeper,, Ligue 1,29,1994,33,33,2970,33,0,0,0,0,0,0,3,0,0,0,0.2,0.2,0,4,0,0,0,0,0,0,0,0.01,0.01,0,0.01
2573,Abdellah Baallal,it ITA,GoalKeeper,, Serie A,33,1990,33,33,2970,33,0,0,0,0,0,0,3,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
522,Mario Lemina,fr FRA,GoalKeeper,, Ligue 1,21,2001,33,33,2969,33,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,2,0,0,0,0,0,0,0,0,0,0,0
173,Srđan Babić,ma MAR,Midfielder,,Ligue 1,18,2004,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,Shavy Babicka,ga GAB,MiDefenderielder,, Premier League,29,1993,35,34,2968,33,4,1,5,4,0,0,12,1,4.6,4.6,1.5,6.2,32,76,49,0.12,0.03,0.15,0.12,0.15,0.14,0.05,0.19,0.14,0.19
175,Bradley Locko,rs SRB,Defender,,La Liga,27,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
176,Pau López,ga GAB,Forward,Midfielder,Ligue 1,23,2000,12,4,373,4.1,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,17,8,64,0.24,0,0.24,0.24,0.24,0.14,0.03,0.17,0.14,0.17
1497,Son Heung-min,fr FRA,Defender,, Ligue 1,21,2002,33,33,2959,32.9,0,3,3,0,0,0,5,0,0.3,0.3,1.6,1.9,83,129,162,0,0.09,0.09,0,0.09,0.01,0.05,0.06,0.01,0.06
1513,Ander Guevara,es ESP,GoalKeeper,, Ligue 1,28,1994,33,33,2939,32.7,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
1139,Rodri,kr KOR,Forward,, Premier League,31,1992,35,34,2934,32.6,17,10,27,15,2,2,1,0,12,10.4,11.8,22.2,119,139,325,0.52,0.31,0.83,0.46,0.77,0.37,0.36,0.73,0.32,0.68
1058,Alfie Doughty,es ESP,MiDefenderielder,, La Liga,26,1997,37,33,2932,32.6,1,0,1,1,0,0,7,0,0.7,0.7,0.9,1.5,53,187,37,0.03,0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05
2252,Nicola Bagnolini,es ESP,MiDefenderielder,, Premier League,27,1996,34,34,2931,32.6,8,9,17,8,0,0,8,1,4.1,4.1,3.9,8,76,376,55,0.25,0.28,0.52,0.25,0.52,0.12,0.12,0.24,0.12,0.24
761,Rasmus Nicolaisen,eng ENG,Defender,, Premier League,23,1999,37,34,2925,32.5,2,8,10,2,0,0,5,0,1.3,1.3,6.3,7.6,94,106,164,0.06,0.25,0.31,0.06,0.31,0.04,0.19,0.23,0.04,0.23
183,Bernardo,it ITA,GK,,Serie A,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,Stefan Bajcetic,dk DEN,Defender,, Ligue 1,26,1997,33,33,2925,32.5,2,0,2,2,0,0,6,1,1.1,1.1,0.6,1.7,5,95,11,0.06,0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05
294,Ohis Felix Uduokhai,br BRA,Defender,,Bundliga,28,1995,33,33,2924,32.5,1,0,1,1,0,0,9,0,1.9,1.9,0.5,2.4,26,127,38,0.03,0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07
186,Cédric Bakambu,es ESP,Midfielder,,Premier League,18,2004,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
858,Bukayo Saka,de GER,Defender,,Bundliga,25,1997,33,33,2921,32.5,2,0,2,2,0,0,5,1,1.4,1.4,0.8,2.2,25,101,6,0.06,0,0.06,0.06,0.06,0.04,0.02,0.07,0.04,0.07
188,Mitchel Bakker,cd COD,Forward,,La Liga,32,1991,4,2,194,2.2,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,4,12,0,0,0,0,0,0.2,0.13,0.33,0.2,0.33
2314,Maximilian Eggestein,eng ENG,Forward,, Premier League,21,2001,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65
190,Caleb Okoli,nl NED,Defender,,Serie A,23,2000,14,3,382,4.2,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,12,10,20,0.24,0,0.24,0.24,0.24,0.05,0.03,0.08,0.05,0.08
798,Gustavo Hamer,de GER,MiDefenderielder,,Bundliga,26,1996,33,33,2914,32.4,1,2,3,1,0,0,6,0,2.4,2.4,2.8,5.2,42,162,72,0.03,0.06,0.09,0.03,0.09,0.07,0.09,0.16,0.07,0.16
1956,Armand Lauriente,it ITA,Defender,, Serie A,22,2001,34,32,2914,32.4,0,1,1,0,0,0,9,0,0.6,0.6,0.8,1.4,22,118,4,0,0.03,0.03,0,0.03,0.02,0.02,0.04,0.02,0.04
1096,Ryan Christie,nl NED,MiDefenderielder,, Premier League,26,1997,36,34,2910,32.3,4,6,10,4,0,0,9,0,3,3,6.1,9.1,36,135,86,0.12,0.19,0.31,0.12,0.31,0.09,0.19,0.28,0.09,0.28
1437,Aliou Baldé,fr FRA,Forward,, Serie A,24,1998,37,35,2908,32.3,5,4,9,5,0,0,5,0,5.7,5.7,4,9.7,125,99,268,0.15,0.12,0.28,0.15,0.28,0.18,0.12,0.3,0.18,0.3
534,Federico Valverde,sct SCO,MiDefenderielder,, Premier League,28,1995,37,35,2907,32.3,0,5,5,0,0,0,6,0,2.3,2.3,5.4,7.7,60,167,78,0,0.15,0.15,0,0.15,0.07,0.17,0.24,0.07,0.24
196,Jules Koundé,gn GUI,Forward,Defender,Ligue 1,20,2002,7,0,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,5,2,8,0,0,0,0,0,0.17,0,0.17,0.17,0.17
2669,Carlos Baleba,uy URU,MiDefenderielder,, La Liga,25,1998,37,33,2904,32.3,2,7,9,2,0,0,2,0,3.5,3.5,5.8,9.3,104,231,102,0.06,0.22,0.28,0.06,0.28,0.11,0.18,0.29,0.11,0.29
1376,Dwight McNeil,fr FRA,Defender,, La Liga,24,1998,35,32,2899,32.2,1,2,3,1,0,0,4,0,2,2,2.2,4.2,67,245,64,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13
199,Dara O'Shea,cm CMR,Midfielder,,Ligue 1,19,2004,2,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0.05,0,0.05,0.05,0.05
1707,Fodé Ballo-Touré,eng ENG,MiDefenderielder,Forward, Premier League,23,1999,35,33,2892,32.1,3,6,9,3,0,0,2,0,3.4,3.4,8.8,12.2,80,114,147,0.09,0.19,0.28,0.09,0.28,0.11,0.27,0.38,0.11,0.38
1938,Anthony Gordon,ie IRL,Defender,, Premier League,24,1999,33,32,2892,32.1,3,4,7,3,0,0,5,1,0.7,0.7,2,2.7,32,122,10,0.09,0.12,0.22,0.09,0.22,0.02,0.06,0.08,0.02,0.08
202,Waldemar Anton,sn SEN,Defender,Midfielder,Premier League,26,1997,6,0,71,0.8,0,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0
1013,Jack Robinson,eng ENG,Forward,, Premier League,22,2001,35,34,2890,32.1,11,10,21,10,1,1,12,1,10.2,9.4,8,17.4,138,101,232,0.34,0.31,0.65,0.31,0.62,0.32,0.25,0.57,0.29,0.54
116,Samuel Bamba,de GER,Defender,,Bundliga,27,1996,33,32,2886,32.1,0,3,3,0,0,0,7,0,1.7,1.7,1,2.7,38,172,15,0,0.09,0.09,0,0.09,0.05,0.03,0.09,0.05,0.09
2248,Neto,eng ENG,Defender,, Premier League,29,1993,34,31,2885,32.1,1,1,2,1,0,0,10,0,1.2,1.2,1.2,2.4,8,63,14,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08
206,Daniel Bandeira,de GER,Forward,,de Bundesliga,19,2004,2,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,5,2,7,0,0,0,0,0,0.51,0.15,0.67,0.51,0.67
1888,Mamady Bangré,br BRA,GoalKeeper,, Premier League,34,1989,32,32,2880,32,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,David Raya,pt POR,Midfielder,,Serie A,23,2000,14,3,446,5,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,9,34,8,0,0,0,0,0,0.01,0.04,0.06,0.01,0.06
209,Łukasz Skorupski,bf BFA,Forward,Midfielder,Ligue 1,22,2001,8,0,101,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,10,9,12,0,0.89,0.89,0,0.89,0.12,0.59,0.71,0.12,0.71
2203,Shandon Baptiste,es ESP,GoalKeeper,, Premier League,27,1995,32,32,2880,32,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2454,Kevin Trapp,pl POL,GoalKeeper,, Serie A,32,1991,32,32,2880,32,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,Valentín Barco,gd GRN,Midfielder,,Premier League,25,1998,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3,5,1,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43
2633,Bradley Barcola,de GER,GoalKeeper,,Bundliga,33,1990,32,32,2880,32,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
214,Duván Zapata,ar ARG,Defender,Forward,Premier League,19,2004,6,3,307,3.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8,14,20,0,0,0,0,0,0.05,0.07,0.13,0.05,0.13
215,Daniel Vivian,fr FRA,Forward,,Ligue 1,20,2002,3,3,270,3,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,11,9,31,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12
2817,Marco Bizot,co COL,Forward,, Serie A,32,1991,35,34,2880,32,12,4,16,12,0,0,2,0,10.9,10.9,3,13.9,74,52,242,0.37,0.12,0.5,0.37,0.5,0.34,0.09,0.43,0.34,0.43
2723,Kike Barja,es ESP,Defender,, La Liga,24,1999,33,31,2878,32,0,0,0,0,0,0,6,0,0.6,0.6,0.7,1.3,23,123,4,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
315,Iván Balliu,nl NED,GoalKeeper,, Ligue 1,32,1991,32,32,2876,32,0,0,0,0,0,0,3,1,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0
219,Aymen Barkok,es ESP,Forward,Midfielder,La Liga,26,1997,16,3,303,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,17,8,41,0,0,0,0,0,0.07,0.14,0.2,0.07,0.2
201,Ermedin Demirović,al ALB,Defender,, La Liga,31,1992,33,32,2873,31.9,0,1,1,0,0,0,4,0,0.7,0.7,2.6,3.3,50,98,100,0,0.03,0.03,0,0.03,0.02,0.08,0.1,0.02,0.1
221,Michele Di Gregorio,ma MAR,Midfielder,Forward,de Bundesliga,25,1998,13,1,321,3.6,1,0,1,1,0,1,2,0,1.7,0.9,0.3,1.2,14,16,33,0.28,0,0.28,0.28,0.28,0.48,0.07,0.55,0.26,0.33
673,Lucas Ocampos,ba BIH,Forward,Midfielder,Bundliga,25,1998,33,33,2873,31.9,15,9,24,12,3,4,7,0,13.5,10.3,3.9,14.2,28,60,167,0.47,0.28,0.75,0.38,0.66,0.42,0.12,0.54,0.32,0.45
685,Tomáš Souček,it ITA,GoalKeeper,, Serie A,26,1997,33,33,2872,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1944,Lewis Dunk,ar ARG,Forward,Midfielder, La Liga,29,1994,35,34,2871,31.9,4,3,7,3,1,1,8,0,5.4,4.6,4.5,9.1,117,124,265,0.13,0.09,0.22,0.09,0.19,0.17,0.14,0.31,0.14,0.29
2485,Davide Bartesaghi,cz CZE,MiDefenderielder,, Premier League,28,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26
782,Marc Bartra,eng ENG,Defender,, Premier League,31,1991,33,33,2869,31.9,3,1,4,3,0,0,7,1,3.1,3.1,0.9,4,33,152,13,0.09,0.03,0.13,0.09,0.13,0.1,0.03,0.12,0.1,0.12
227,Éderson,it ITA,Defender,Midfielder,Serie A,17,2005,6,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0
228,Steven Baseya,es ESP,Defender,,La Liga,32,1991,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,2,5,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08
795,Chris Basham,br BRA,MiDefenderielder,, Serie A,24,1999,36,32,2869,31.9,6,1,7,6,0,0,8,0,3.5,3.5,1.4,4.9,32,214,50,0.19,0.03,0.22,0.19,0.22,0.11,0.04,0.15,0.11,0.15
230,Sergio Herrera,fr FRA,Defender,,Ligue 1,18,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Tim Kleindienst,eng ENG,Defender,Midfielder,Premier League,35,1988,8,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1,7,6,0,0,0,0,0,0.04,0.07,0.1,0.04,0.1
1135,Gianluca Mancini,es ESP,GoalKeeper,, La Liga,30,1993,32,32,2869,31.9,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1344,Moisés Caicedo,de GER,Forward,,Bundliga,27,1995,33,33,2869,31.9,12,3,15,10,2,2,6,0,13.9,12.3,3.3,15.6,40,73,178,0.38,0.09,0.47,0.31,0.41,0.44,0.1,0.54,0.39,0.49
1593,Jørgen Strand Larsen,it ITA,Defender,, Serie A,27,1996,36,34,2869,31.9,4,1,5,4,0,0,9,0,1.9,1.9,1.1,3,38,139,13,0.13,0.03,0.16,0.13,0.16,0.06,0.04,0.1,0.06,0.1
421,Daniel Batz,ec ECU,MiDefenderielder,, Premier League,21,2001,35,33,2866,31.8,1,3,4,1,0,0,11,0,0.4,0.4,2.6,3,27,173,27,0.03,0.09,0.13,0.03,0.13,0.01,0.08,0.09,0.01,0.09
2516,Carlton Morris,no NOR,Forward,, La Liga,23,2000,37,36,2863,31.8,13,3,16,13,0,0,5,0,14.5,14.5,2.5,17,33,25,183,0.41,0.09,0.5,0.41,0.5,0.46,0.08,0.54,0.46,0.54
237,Elias Baum,de GER,GK,,de Bundesliga,32,1991,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,Laurent Abergel,eng ENG,Forward,Midfielder, Premier League,27,1995,38,32,2862,31.8,11,4,15,6,5,5,4,0,11.4,7.5,2.8,10.2,37,56,120,0.35,0.13,0.47,0.19,0.31,0.36,0.09,0.45,0.23,0.32
239,Nico Schlotterbeck,de GER,Defender,Midfielder,de Bundesliga,17,2005,4,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
8,Bebé,fr FRA,MiDefenderielder,, Ligue 1,30,1993,33,32,2860,31.8,2,1,3,2,0,0,4,0,1.1,1.1,2.2,3.3,38,194,51,0.06,0.03,0.09,0.06,0.09,0.04,0.07,0.1,0.04,0.1
2383,Phil Foden,de GER,Defender,,Bundliga,23,1999,33,32,2859,31.8,2,1,3,2,0,0,4,0,3,3,1.9,4.9,55,186,11,0.06,0.03,0.09,0.06,0.09,0.1,0.06,0.15,0.1,0.15
242,Mohamed Bechikh,cv CPV,Midfielder,Forward,La Liga,33,1990,19,0,212,2.4,2,0,2,1,1,1,1,0,1.4,0.7,0.2,0.9,17,6,24,0.85,0,0.85,0.42,0.42,0.61,0.09,0.7,0.28,0.37
886,Andoni Gorosabel,eng ENG,Forward,Midfielder, Premier League,23,2000,35,33,2857,31.7,19,8,27,19,0,0,2,0,10.3,10.3,8.4,18.7,93,168,269,0.6,0.25,0.85,0.6,0.85,0.33,0.26,0.59,0.33,0.59
244,Owen Beck,fr FRA,Forward,Midfielder,Ligue 1,18,2005,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1018,Johan Vásquez,es ESP,Defender,, La Liga,26,1996,36,33,2854,31.7,1,0,1,1,0,0,6,0,0.7,0.7,1.3,2,58,117,121,0.03,0,0.03,0.03,0.03,0.02,0.04,0.06,0.02,0.06
246,Nicolò Barella,wls WAL,Defender,,Premier League,20,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
